id,customer_id,channel_id,channel_code,channel_name,enrolled_at,enrollment_method,enrolled_by,status,status_reason,status_updated_at,username,alias,two_factor_enabled,auth_method,last_login_at,failed_login_attempts,locked_until,daily_transaction_limit,per_transaction_limit,monthly_transaction_limit,cash_withdrawal_limit,transfer_limit,bill_payment_limit,max_transactions_per_day,ip_whitelist,geo_restriction_flag,ussd_pin_set,ussd_last_access,mobile_app_version,push_notifications_enabled,security_questions_set,password_last_changed,transaction_fee_profile_id,sms_alerts_enabled,email_alerts_enabled,suspicious_activity_flag,last_suspicious_activity_date,created_at,updated_at
CCE-000002223,CUST-000318,CH-004,CH-004,Email,2025-03-04,self_service,EMP-000007,active,In good standing.,2025-07-30,user_cust-000318_ch-004,CUST-000318-CH-004,False,password,2025-07-10,2,,5086.95,861.1,74821.23,732.79,693.18,1633.65,19,0.0.0.0/0,False,False,2025-05-11,n/a,False,True,2025-05-04,TFP-530,True,True,False,2025-09-01,2025-03-04,2025-08-14
CCE-000002224,CUST-000318,CH-005,CH-005,SMS,2025-03-13,self_service,system_seed,active,In good standing.,2025-04-23,user_cust-000318_ch-005,CUST-000318-CH-005,False,otp_email,2025-04-02,2,,2083.66,1372.68,94397.9,1117.38,1327.82,1719.76,25,0.0.0.0/0,False,True,2025-05-02,n/a,False,True,2025-08-13,TFP-726,True,True,False,2025-04-14,2025-03-13,2025-04-27
CCE-000002225,CUST-000318,CH-006,CH-006,Call Center,2025-03-17,call_center,EMP-000007,active,In good standing.,2026-04-21,user_cust-000318_ch-006,CUST-000318-CH-006,False,otp_sms,2026-04-13,1,,8468.51,2535.8,118371.6,1124.02,2878.75,7325.79,8,0.0.0.0/0,True,False,2025-05-24,n/a,False,True,2025-05-28,TFP-407,True,True,False,2025-09-30,2025-03-17,2026-04-24
CCE-000002226,CUST-000318,CH-007,CH-007,Operations Bridge,2025-03-03,self_service,EMP-000007,active,In good standing.,2026-02-09,user_cust-000318_ch-007,CUST-000318-CH-007,False,password,2026-01-23,3,2026-05-02,6814.28,2044.34,89867.49,509.92,7230.74,7216.28,23,0.0.0.0/0,False,False,2025-06-11,n/a,False,True,2025-07-07,TFP-312,True,False,False,2025-04-14,2025-03-03,2026-03-02
CCE-000002227,CUST-000319,CH-001,CH-001,Branch Network,2024-03-30,call_center,system_seed,active,In good standing.,2024-05-02,user_cust-000319_ch-001,CUST-000319-CH-001,False,otp_email,2024-04-05,2,,2116.48,1370.91,28033.5,454.03,3779.23,6884.56,6,10.10.10.0/24,False,False,2024-07-05,n/a,False,True,2024-09-12,TFP-513,True,True,False,2024-05-08,2024-03-30,2024-05-07
CCE-000002228,CUST-000319,CH-002,CH-002,Online Banking,2024-04-12,call_center,EMP-000007,suspended,Inactivity policy,2025-01-25,user_cust-000319_ch-002,CUST-000319-CH-002,True,otp_email,2024-12-13,0,,4104.14,1273.62,106585.75,592.21,6383.9,9359.15,15,0.0.0.0/0,False,False,2024-07-25,n/a,False,False,2024-09-25,TFP-543,True,True,False,2024-09-14,2024-04-12,2025-01-31
CCE-000002229,CUST-000319,CH-003,CH-003,Mobile App,2024-05-04,call_center,EMP-000007,active,In good standing.,2025-04-23,user_cust-000319_ch-003,CUST-000319-CH-003,True,otp_email,2025-04-05,1,,7987.85,3449.88,107956.38,822.81,2841.18,4852.61,17,0.0.0.0/0,False,False,2024-05-24,4.1.0,True,True,2024-10-26,TFP-493,True,False,False,2025-01-18,2024-05-04,2025-04-23
CCE-000002230,CUST-000319,CH-004,CH-004,Email,2024-04-12,branch_assisted,EMP-000001,active,In good standing.,2025-04-19,user_cust-000319_ch-004,CUST-000319-CH-004,False,otp_sms,2025-03-27,2,,2498.12,2907.04,54210.44,705.73,3539.94,4289.83,27,0.0.0.0/0,False,False,2024-04-27,n/a,False,True,2024-09-21,TFP-765,True,True,False,2024-09-09,2024-04-12,2025-05-04
CCE-000002231,CUST-000319,CH-005,CH-005,SMS,2024-03-26,self_service,EMP-000001,active,In good standing.,2024-09-29,user_cust-000319_ch-005,CUST-000319-CH-005,False,password,2024-09-28,3,2026-05-02,3671.74,2200.73,38047.13,318.73,6090.25,9819.46,14,0.0.0.0/0,False,True,2024-05-06,n/a,False,True,2024-05-23,TFP-513,True,True,False,2024-11-14,2024-03-26,2024-10-09
CCE-000002232,CUST-000319,CH-006,CH-006,Call Center,2024-04-27,self_service,system_seed,active,In good standing.,2024-06-30,user_cust-000319_ch-006,CUST-000319-CH-006,False,otp_email,2024-05-07,0,,7878.45,4012.59,92379.02,1189.8,4651.19,2660.42,12,0.0.0.0/0,False,False,2024-07-12,n/a,False,True,2024-05-19,TFP-198,True,True,False,2024-06-20,2024-04-27,2024-07-11
CCE-000002233,CUST-000319,CH-007,CH-007,Operations Bridge,2024-04-06,branch_assisted,system_seed,active,In good standing.,2025-04-19,user_cust-000319_ch-007,CUST-000319-CH-007,False,password,2025-03-21,2,,7359.53,2693.29,78370.76,426.07,7218.62,9562.14,21,10.10.10.0/24,True,False,2024-07-16,n/a,False,True,2024-07-14,TFP-359,True,True,False,2024-07-05,2024-04-06,2025-05-04
CCE-000002234,CUST-000320,CH-001,CH-001,Branch Network,2025-10-25,branch_assisted,system_seed,active,In good standing.,2025-11-08,user_cust-000320_ch-001,CUST-000320-CH-001,False,password,2025-10-14,0,,1925.09,1418.63,25022.1,1206.88,4318.97,9576.43,6,0.0.0.0/0,False,False,2025-12-04,n/a,False,True,2026-01-22,TFP-720,True,True,False,2026-02-25,2025-10-25,2025-11-17
CCE-000002235,CUST-000320,CH-002,CH-002,Online Banking,2025-10-12,branch_assisted,EMP-000001,active,In good standing.,2025-11-25,user_cust-000320_ch-002,CUST-000320-CH-002,True,otp_email,2025-10-12,1,,7423.41,665.59,82007.66,281.46,2888.33,8158.33,24,0.0.0.0/0,False,False,2025-11-07,n/a,False,False,2026-01-05,TFP-546,True,False,False,2026-02-07,2025-10-12,2025-12-02
CCE-000002236,CUST-000320,CH-003,CH-003,Mobile App,2025-11-04,call_center,EMP-000007,active,In good standing.,2026-04-29,user_cust-000320_ch-003,CUST-000320-CH-003,True,password,2026-04-26,0,,1635.78,746.2,75997.51,523.9,2914.79,6164.71,14,0.0.0.0/0,False,False,2026-03-03,4.1.0,True,True,2026-03-08,TFP-702,True,True,False,2026-02-11,2025-11-04,2026-05-01
CCE-000002237,CUST-000320,CH-004,CH-004,Email,2025-10-12,self_service,system_seed,suspended,Inactivity policy,2026-03-06,user_cust-000320_ch-004,CUST-000320-CH-004,False,otp_sms,2026-02-08,1,,8569.21,3772.83,46706.52,410.13,3768.89,10367.33,16,0.0.0.0/0,True,False,2026-02-04,n/a,False,True,2026-01-05,TFP-308,True,True,False,2025-12-23,2025-10-12,2026-03-25
CCE-000002238,CUST-000320,CH-005,CH-005,SMS,2025-10-03,call_center,EMP-000007,active,In good standing.,2026-05-01,user_cust-000320_ch-005,CUST-000320-CH-005,False,biometric,2026-05-01,2,,8777.91,610.9,129414.95,838.64,2057.71,7218.75,16,0.0.0.0/0,True,False,2026-01-04,n/a,False,True,2025-10-25,TFP-645,False,True,False,2026-04-23,2025-10-03,2026-05-01
CCE-000002239,CUST-000320,CH-006,CH-006,Call Center,2025-10-20,branch_assisted,EMP-000001,active,In good standing.,2026-05-01,user_cust-000320_ch-006,CUST-000320-CH-006,False,biometric,2026-05-01,0,,8525.22,1824.25,103698.96,893.15,2135.24,2285.26,17,0.0.0.0/0,False,False,2025-11-04,n/a,False,True,2026-01-11,TFP-853,True,True,False,2026-01-05,2025-10-20,2026-05-01
CCE-000002240,CUST-000320,CH-007,CH-007,Operations Bridge,2025-10-23,call_center,EMP-000001,active,In good standing.,2026-02-12,user_cust-000320_ch-007,CUST-000320-CH-007,False,otp_email,2026-01-12,3,2026-05-02,7426.44,406.52,91876.37,397.32,1032.16,1000.97,23,0.0.0.0/0,False,False,2026-01-11,n/a,False,True,2026-03-13,TFP-983,True,True,False,2026-01-01,2025-10-23,2026-02-19
CCE-000002241,CUST-000321,CH-001,CH-001,Branch Network,2024-02-21,self_service,EMP-000001,active,In good standing.,2024-10-26,user_cust-000321_ch-001,CUST-000321-CH-001,False,otp_sms,2024-09-14,0,,8759.94,1748.51,81448.49,642.77,1524.18,9366.71,23,0.0.0.0/0,False,False,2024-04-30,n/a,False,True,2024-03-08,TFP-557,True,True,False,2024-08-30,2024-02-21,2024-11-03
CCE-000002242,CUST-000321,CH-002,CH-002,Online Banking,2024-02-29,call_center,system_seed,active,In good standing.,2024-04-19,user_cust-000321_ch-002,CUST-000321-CH-002,True,biometric,2024-03-19,0,,4502.86,4045.42,25047.66,922.14,5035.7,6064.12,16,0.0.0.0/0,False,False,2024-04-11,n/a,False,True,2024-05-28,TFP-982,True,True,False,2024-06-06,2024-02-29,2024-05-01
CCE-000002243,CUST-000321,CH-003,CH-003,Mobile App,2024-02-16,call_center,EMP-000007,active,In good standing.,2024-09-24,user_cust-000321_ch-003,CUST-000321-CH-003,True,otp_sms,2024-08-13,3,2026-05-02,3348.58,3153.26,51730.39,953.68,5227.21,6013.79,8,10.10.10.0/24,False,False,2024-03-24,4.0.1,True,True,2024-04-08,TFP-535,False,True,False,2024-10-14,2024-02-16,2024-10-17
CCE-000002244,CUST-000321,CH-004,CH-004,Email,2024-02-29,call_center,EMP-000001,active,In good standing.,2024-08-28,user_cust-000321_ch-004,CUST-000321-CH-004,False,otp_email,2024-08-10,1,,6505.21,425.05,60848.37,458.88,4757.82,4814.65,22,0.0.0.0/0,False,False,2024-04-19,n/a,False,True,2024-08-02,TFP-660,False,False,False,2024-08-18,2024-02-29,2024-08-30
CCE-000002245,CUST-000321,CH-005,CH-005,SMS,2024-02-21,call_center,EMP-000007,active,In good standing.,2024-12-03,user_cust-000321_ch-005,CUST-000321-CH-005,False,otp_sms,2024-10-24,1,,8804.27,608.75,106243.28,865.8,2700.34,9729.89,18,0.0.0.0/0,False,False,2024-04-30,n/a,False,True,2024-07-15,TFP-582,True,True,False,2024-04-06,2024-02-21,2024-12-08
CCE-000002246,CUST-000321,CH-006,CH-006,Call Center,2024-02-08,call_center,EMP-000007,active,In good standing.,2024-06-01,user_cust-000321_ch-006,CUST-000321-CH-006,False,otp_email,2024-04-14,2,,2952.49,2320.76,103346.26,904.36,4277.99,4357.07,3,10.10.10.0/24,True,False,2024-04-27,n/a,False,True,2024-04-04,TFP-592,True,True,False,2024-11-10,2024-02-08,2024-06-04
CCE-000002247,CUST-000321,CH-007,CH-007,Operations Bridge,2024-02-21,self_service,EMP-000001,suspended,Customer request,2024-09-08,user_cust-000321_ch-007,CUST-000321-CH-007,False,otp_email,2024-09-07,3,2026-05-02,3037.27,3448.58,127310.69,598.44,2214.56,1913.25,27,0.0.0.0/0,False,False,2024-04-15,n/a,False,True,2024-04-06,TFP-875,False,True,False,2024-03-31,2024-02-21,2024-09-21
CCE-000002248,CUST-000322,CH-001,CH-001,Branch Network,2026-10-25,branch_assisted,system_seed,active,In good standing.,2026-05-01,user_cust-000322_ch-001,CUST-000322-CH-001,False,password,2026-05-01,3,2026-05-02,3298.95,2997.74,125567.7,863.95,6964.59,9050.94,22,0.0.0.0/0,True,False,2026-05-01,n/a,False,False,2026-05-01,TFP-454,True,True,False,2026-05-01,2026-10-25,2026-05-01
CCE-000002249,CUST-000322,CH-002,CH-002,Online Banking,2026-10-25,call_center,EMP-000001,active,In good standing.,2026-05-01,user_cust-000322_ch-002,CUST-000322-CH-002,True,biometric,2026-05-01,3,2026-05-02,2064.7,2258.99,98819.64,490.41,4731.58,6754.03,5,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-129,True,False,False,2026-05-01,2026-10-25,2026-05-01
CCE-000002250,CUST-000322,CH-003,CH-003,Mobile App,2026-10-02,self_service,system_seed,active,In good standing.,2026-05-01,user_cust-000322_ch-003,CUST-000322-CH-003,True,otp_sms,2026-05-01,1,,5423.0,2178.63,88076.99,1081.33,1712.66,4112.97,12,0.0.0.0/0,False,False,2026-05-01,4.1.0,False,True,2026-05-01,TFP-973,False,True,False,2026-05-01,2026-10-02,2026-05-01
CCE-000002251,CUST-000322,CH-004,CH-004,Email,2026-10-18,call_center,system_seed,active,In good standing.,2026-05-01,user_cust-000322_ch-004,CUST-000322-CH-004,False,biometric,2026-05-01,3,2026-05-02,2176.51,3939.55,109183.96,1050.76,3693.61,811.0,12,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-403,True,True,False,2026-05-01,2026-10-18,2026-05-01
CCE-000002252,CUST-000322,CH-005,CH-005,SMS,2026-11-02,branch_assisted,EMP-000001,inactive,Security review,2026-05-01,user_cust-000322_ch-005,CUST-000322-CH-005,False,otp_sms,2026-05-01,0,,8082.94,722.8,37652.34,464.54,1102.64,1366.98,14,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-467,True,True,False,2026-05-01,2026-11-02,2026-05-01
CCE-000002253,CUST-000322,CH-006,CH-006,Call Center,2026-11-03,branch_assisted,system_seed,active,In good standing.,2026-05-01,user_cust-000322_ch-006,CUST-000322-CH-006,False,otp_sms,2026-05-01,0,,2219.25,1611.48,53586.05,365.35,7653.24,9500.42,27,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-710,True,True,False,2026-05-01,2026-11-03,2026-05-01
CCE-000002254,CUST-000322,CH-007,CH-007,Operations Bridge,2026-10-05,call_center,EMP-000007,active,In good standing.,2026-05-01,user_cust-000322_ch-007,CUST-000322-CH-007,False,otp_sms,2026-05-01,3,2026-05-02,7703.88,791.91,75124.21,315.67,1933.79,4382.02,13,10.10.10.0/24,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-473,False,True,False,2026-05-01,2026-10-05,2026-05-01
CCE-000002255,CUST-000323,CH-001,CH-001,Branch Network,2026-01-03,self_service,EMP-000007,active,In good standing.,2026-04-15,user_cust-000323_ch-001,CUST-000323-CH-001,False,otp_email,2026-04-13,0,,4087.96,3835.85,76646.74,1130.28,6215.25,5474.3,26,0.0.0.0/0,False,False,2026-04-13,n/a,False,True,2026-04-06,TFP-827,True,True,False,2026-04-21,2026-01-03,2026-04-15
CCE-000002256,CUST-000323,CH-002,CH-002,Online Banking,2026-01-20,self_service,system_seed,active,In good standing.,2026-05-01,user_cust-000323_ch-002,CUST-000323-CH-002,True,biometric,2026-05-01,2,,4447.98,1496.77,23944.05,410.59,4943.1,4880.86,18,10.10.10.0/24,False,False,2026-01-26,n/a,False,True,2026-04-02,TFP-650,True,True,False,2026-04-08,2026-01-20,2026-05-01
CCE-000002257,CUST-000323,CH-003,CH-003,Mobile App,2025-12-19,call_center,EMP-000001,active,In good standing.,2026-05-01,user_cust-000323_ch-003,CUST-000323-CH-003,True,otp_sms,2026-05-01,0,,9391.72,574.31,52503.45,801.63,2300.53,10209.14,12,0.0.0.0/0,False,False,2026-02-20,3.9.2,False,True,2026-01-26,TFP-431,True,True,False,2026-05-01,2025-12-19,2026-05-01
CCE-000002258,CUST-000323,CH-004,CH-004,Email,2025-12-20,branch_assisted,EMP-000007,suspended,Inactivity policy,2026-03-21,user_cust-000323_ch-004,CUST-000323-CH-004,False,otp_email,2026-03-04,0,,2643.56,1270.83,92960.46,379.84,5583.6,10463.48,12,10.10.10.0/24,False,False,2026-02-01,n/a,False,True,2026-02-25,TFP-607,False,False,False,2026-05-01,2025-12-20,2026-04-10
CCE-000002259,CUST-000323,CH-005,CH-005,SMS,2025-12-18,branch_assisted,EMP-000007,active,In good standing.,2026-05-01,user_cust-000323_ch-005,CUST-000323-CH-005,False,otp_email,2026-05-01,1,,5202.28,392.21,106526.93,693.7,7747.88,8552.11,14,10.10.10.0/24,False,True,2026-02-23,n/a,False,True,2026-05-01,TFP-829,False,True,False,2026-01-29,2025-12-18,2026-05-01
CCE-000002260,CUST-000323,CH-006,CH-006,Call Center,2025-12-26,call_center,system_seed,active,In good standing.,2026-05-01,user_cust-000323_ch-006,CUST-000323-CH-006,False,biometric,2026-05-01,0,,2132.84,1856.15,39390.71,973.09,2943.75,6097.2,20,0.0.0.0/0,False,False,2026-03-14,n/a,False,True,2026-02-24,TFP-456,True,True,False,2026-05-01,2025-12-26,2026-05-01
CCE-000002261,CUST-000323,CH-007,CH-007,Operations Bridge,2026-01-05,call_center,EMP-000007,inactive,Inactivity policy,2026-05-01,user_cust-000323_ch-007,CUST-000323-CH-007,False,password,2026-05-01,3,2026-05-02,7586.57,931.35,48187.25,374.83,4094.41,5983.22,18,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-168,True,True,False,2026-05-01,2026-01-05,2026-05-01
CCE-000002262,CUST-000324,CH-001,CH-001,Branch Network,2024-03-30,branch_assisted,EMP-000001,active,In good standing.,2024-11-12,user_cust-000324_ch-001,CUST-000324-CH-001,False,biometric,2024-10-04,2,,8948.19,2543.68,26293.5,1142.62,1276.75,7071.56,13,0.0.0.0/0,False,False,2024-04-18,n/a,False,True,2024-07-18,TFP-862,False,True,False,2024-07-15,2024-03-30,2024-11-29
CCE-000002263,CUST-000324,CH-002,CH-002,Online Banking,2024-03-03,branch_assisted,system_seed,active,In good standing.,2024-04-04,user_cust-000324_ch-002,CUST-000324-CH-002,True,biometric,2024-03-26,1,,5707.04,2200.43,20877.84,387.76,4784.8,10785.89,9,0.0.0.0/0,False,False,2024-04-15,n/a,False,True,2024-08-28,TFP-727,True,True,False,2024-09-19,2024-03-03,2024-04-04
CCE-000002264,CUST-000324,CH-003,CH-003,Mobile App,2024-02-28,branch_assisted,EMP-000001,active,In good standing.,2025-02-07,user_cust-000324_ch-003,CUST-000324-CH-003,True,otp_email,2025-01-22,2,,6154.6,1881.59,68334.52,697.21,4702.01,3085.7,20,0.0.0.0/0,False,False,2024-06-25,4.1.0,False,True,2024-05-06,TFP-767,True,True,False,2024-11-25,2024-02-28,2025-02-21
CCE-000002265,CUST-000324,CH-004,CH-004,Email,2024-02-24,self_service,EMP-000001,active,In good standing.,2024-10-31,user_cust-000324_ch-004,CUST-000324-CH-004,False,password,2024-09-12,2,,5784.13,4138.38,123605.04,572.87,5528.51,5959.05,20,10.10.10.0/24,False,False,2024-03-30,n/a,False,True,2024-07-13,TFP-674,True,True,False,2024-08-22,2024-02-24,2024-10-31
CCE-000002266,CUST-000324,CH-005,CH-005,SMS,2024-03-27,call_center,system_seed,active,In good standing.,2024-09-30,user_cust-000324_ch-005,CUST-000324-CH-005,False,otp_email,2024-09-08,2,,6188.71,2812.02,31123.33,1278.18,3686.27,5426.18,17,0.0.0.0/0,False,True,2024-06-27,n/a,False,True,2024-07-28,TFP-989,True,True,False,2024-11-08,2024-03-27,2024-10-18
CCE-000002267,CUST-000324,CH-006,CH-006,Call Center,2024-03-20,self_service,EMP-000007,active,In good standing.,2024-11-17,user_cust-000324_ch-006,CUST-000324-CH-006,False,otp_sms,2024-11-09,2,,6019.61,2728.08,62006.95,433.57,5761.6,1087.25,14,0.0.0.0/0,False,False,2024-04-20,n/a,False,True,2024-07-31,TFP-212,True,True,False,2024-07-01,2024-03-20,2024-11-23
CCE-000002268,CUST-000324,CH-007,CH-007,Operations Bridge,2024-02-21,branch_assisted,EMP-000007,active,In good standing.,2025-03-17,user_cust-000324_ch-007,CUST-000324-CH-007,False,otp_sms,2025-03-09,0,,2303.03,1255.74,41159.3,974.97,4890.27,8591.08,23,0.0.0.0/0,False,False,2024-05-08,n/a,False,True,2024-04-12,TFP-157,True,True,False,2024-07-08,2024-02-21,2025-03-19
CCE-000002269,CUST-000325,CH-001,CH-001,Branch Network,2024-05-24,call_center,EMP-000007,active,In good standing.,2025-03-08,user_cust-000325_ch-001,CUST-000325-CH-001,False,otp_sms,2025-02-11,0,,5101.79,2871.23,88433.42,339.75,4757.94,1206.33,23,0.0.0.0/0,True,False,2024-08-28,n/a,False,True,2024-09-01,TFP-803,True,True,False,2024-10-31,2024-05-24,2025-03-15
CCE-000002270,CUST-000325,CH-002,CH-002,Online Banking,2024-05-22,call_center,EMP-000001,inactive,Customer request,2024-07-14,user_cust-000325_ch-002,CUST-000325-CH-002,True,otp_email,2024-07-01,2,,8465.06,3781.08,33323.95,1290.45,5970.87,4248.6,24,10.10.10.0/24,False,False,2024-07-09,n/a,False,True,2024-10-02,TFP-407,True,True,False,2024-11-29,2024-05-22,2024-07-14
CCE-000002271,CUST-000325,CH-003,CH-003,Mobile App,2024-06-03,self_service,EMP-000001,active,In good standing.,2025-03-30,user_cust-000325_ch-003,CUST-000325-CH-003,True,otp_sms,2025-02-23,2,,3649.13,1823.89,58913.91,454.76,1979.0,10445.68,25,10.10.10.0/24,False,False,2024-09-09,3.9.2,True,True,2024-11-02,TFP-666,True,True,False,2024-12-07,2024-06-03,2025-04-20
CCE-000002272,CUST-000325,CH-004,CH-004,Email,2024-05-02,self_service,EMP-000001,active,In good standing.,2025-03-03,user_cust-000325_ch-004,CUST-000325-CH-004,False,otp_sms,2025-02-20,1,,8466.53,2695.17,25369.65,718.39,6781.2,8822.12,19,0.0.0.0/0,False,False,2024-08-10,n/a,False,True,2024-06-08,TFP-411,True,True,False,2024-09-09,2024-05-02,2025-03-24
CCE-000002273,CUST-000325,CH-005,CH-005,SMS,2024-05-05,call_center,EMP-000001,active,In good standing.,2024-12-09,user_cust-000325_ch-005,CUST-000325-CH-005,False,biometric,2024-10-14,0,,7759.15,3892.93,104632.0,659.6,1796.04,8817.07,17,0.0.0.0/0,True,True,2024-05-12,n/a,False,True,2024-10-11,TFP-427,True,True,False,2024-07-14,2024-05-05,2024-12-11
CCE-000002274,CUST-000325,CH-006,CH-006,Call Center,2024-05-21,self_service,system_seed,active,In good standing.,2025-03-16,user_cust-000325_ch-006,CUST-000325-CH-006,False,password,2025-02-19,2,,1689.34,1188.23,92040.44,957.98,3841.12,3224.95,25,0.0.0.0/0,False,False,2024-09-09,n/a,False,True,2024-09-16,TFP-680,True,True,False,2025-03-12,2024-05-21,2025-03-27
CCE-000002275,CUST-000325,CH-007,CH-007,Operations Bridge,2024-05-10,self_service,EMP-000001,active,In good standing.,2025-02-01,user_cust-000325_ch-007,CUST-000325-CH-007,False,otp_sms,2024-12-28,3,2026-05-02,2817.88,3508.12,38844.71,1253.89,5789.76,8632.07,12,0.0.0.0/0,False,False,2024-06-19,n/a,False,True,2024-07-04,TFP-626,True,True,False,2024-06-24,2024-05-10,2025-02-20
CCE-000002276,CUST-000326,CH-001,CH-001,Branch Network,2024-06-13,branch_assisted,EMP-000007,active,In good standing.,2024-12-20,user_cust-000326_ch-001,CUST-000326-CH-001,False,password,2024-11-29,2,,4796.98,3310.63,86539.56,946.5,2161.23,8668.54,23,10.10.10.0/24,False,False,2024-07-13,n/a,False,True,2024-08-21,TFP-173,True,False,False,2024-11-10,2024-06-13,2025-01-08
CCE-000002277,CUST-000326,CH-002,CH-002,Online Banking,2024-07-12,branch_assisted,EMP-000007,active,In good standing.,2024-12-17,user_cust-000326_ch-002,CUST-000326-CH-002,True,otp_email,2024-12-14,1,,4547.03,3855.86,92092.51,1090.09,1141.57,9266.47,18,10.10.10.0/24,True,False,2024-09-09,n/a,False,True,2024-07-23,TFP-627,True,True,False,2025-03-28,2024-07-12,2024-12-17
CCE-000002278,CUST-000326,CH-003,CH-003,Mobile App,2024-07-15,branch_assisted,EMP-000007,active,In good standing.,2025-08-26,user_cust-000326_ch-003,CUST-000326-CH-003,True,password,2025-07-14,1,,7817.88,720.64,66626.69,1042.13,7051.37,3657.7,7,0.0.0.0/0,False,False,2024-08-07,4.1.0,True,True,2024-09-19,TFP-270,True,False,False,2025-03-29,2024-07-15,2025-09-17
CCE-000002279,CUST-000326,CH-004,CH-004,Email,2024-06-19,branch_assisted,EMP-000007,active,In good standing.,2024-10-27,user_cust-000326_ch-004,CUST-000326-CH-004,False,biometric,2024-08-29,1,,9132.58,1030.85,118846.14,265.06,5873.96,5708.0,6,0.0.0.0/0,False,False,2024-07-19,n/a,False,True,2024-08-01,TFP-682,True,False,False,2024-11-13,2024-06-19,2024-11-12
CCE-000002280,CUST-000326,CH-005,CH-005,SMS,2024-06-18,branch_assisted,EMP-000001,active,In good standing.,2025-01-18,user_cust-000326_ch-005,CUST-000326-CH-005,False,otp_sms,2024-12-06,3,2026-05-02,6223.52,2358.37,79878.94,705.66,7698.63,5341.6,23,0.0.0.0/0,False,False,2024-09-26,n/a,False,False,2024-08-30,TFP-227,True,True,False,2024-12-12,2024-06-18,2025-02-09
CCE-000002281,CUST-000326,CH-006,CH-006,Call Center,2024-07-04,branch_assisted,EMP-000007,active,In good standing.,2025-08-25,user_cust-000326_ch-006,CUST-000326-CH-006,False,password,2025-08-24,1,,8815.98,3671.51,76573.53,476.15,1475.75,1434.86,27,0.0.0.0/0,True,False,2024-10-12,n/a,False,True,2024-11-05,TFP-773,True,True,False,2025-03-22,2024-07-04,2025-09-16
CCE-000002282,CUST-000326,CH-007,CH-007,Operations Bridge,2024-07-19,branch_assisted,system_seed,inactive,Inactivity policy,2024-07-23,user_cust-000326_ch-007,CUST-000326-CH-007,False,otp_email,2024-05-29,0,,3558.82,2240.42,108327.34,715.32,2144.01,10068.35,8,0.0.0.0/0,False,False,2024-11-13,n/a,False,True,2024-12-06,TFP-101,True,True,False,2024-12-25,2024-07-19,2024-08-07
CCE-000002283,CUST-000327,CH-001,CH-001,Branch Network,2026-07-21,self_service,EMP-000007,active,In good standing.,2026-05-01,user_cust-000327_ch-001,CUST-000327-CH-001,False,otp_sms,2026-05-01,0,,8213.56,2248.62,97228.85,541.41,3908.34,1599.4,19,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-994,True,True,False,2026-05-01,2026-07-21,2026-05-01
CCE-000002284,CUST-000327,CH-002,CH-002,Online Banking,2026-08-16,call_center,EMP-000007,active,In good standing.,2026-05-01,user_cust-000327_ch-002,CUST-000327-CH-002,False,password,2026-05-01,0,,5649.86,3894.55,76292.74,482.43,2203.38,7305.07,22,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-193,False,True,False,2026-05-01,2026-08-16,2026-05-01
CCE-000002285,CUST-000327,CH-003,CH-003,Mobile App,2026-07-24,call_center,EMP-000001,active,In good standing.,2026-05-01,user_cust-000327_ch-003,CUST-000327-CH-003,True,otp_sms,2026-05-01,2,,3593.26,1123.29,94880.84,669.79,5774.95,8737.09,12,10.10.10.0/24,False,False,2026-05-01,4.1.0,True,True,2026-05-01,TFP-194,True,True,False,2026-05-01,2026-07-24,2026-05-01
CCE-000002286,CUST-000327,CH-004,CH-004,Email,2026-08-20,self_service,EMP-000007,active,In good standing.,2026-05-01,user_cust-000327_ch-004,CUST-000327-CH-004,False,otp_sms,2026-05-01,2,,5742.42,2679.98,115618.29,1185.09,700.44,6004.51,26,10.10.10.0/24,False,False,2026-05-01,n/a,False,False,2026-05-01,TFP-738,True,True,False,2026-05-01,2026-08-20,2026-05-01
CCE-000002287,CUST-000327,CH-005,CH-005,SMS,2026-07-23,self_service,system_seed,active,In good standing.,2026-05-01,user_cust-000327_ch-005,CUST-000327-CH-005,False,password,2026-05-01,3,2026-05-02,5498.09,1956.79,41695.02,325.66,5936.5,7616.62,27,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-141,True,False,False,2026-05-01,2026-07-23,2026-05-01
CCE-000002288,CUST-000327,CH-006,CH-006,Call Center,2026-08-21,self_service,system_seed,active,In good standing.,2026-05-01,user_cust-000327_ch-006,CUST-000327-CH-006,False,biometric,2026-05-01,3,2026-05-02,4182.73,2898.56,106273.97,829.93,5606.76,4330.02,18,10.10.10.0/24,True,False,2026-05-01,n/a,False,True,2026-05-01,TFP-977,False,False,False,2026-05-01,2026-08-21,2026-05-01
